player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Joe Tryon-Shoyinka,58272,ED,TB,8,3,1,87.5,1,1,30,0,0,54.1,52.8,26.7,56.8,59.0,47.9,1,13,0,0,20,22.2,4,0,3,92.2,7,1,0,12,0,56,331,312,0,1,302,9,0,19,165,110,7,9,11,1,8,15,0,49,24,7.0
Michael Carter II,60644,CB,NYJ,6,1,0,52.4,1,0,22,1,0,56.8,61.7,79.5,62.9,76.6,64.3,0,2,0,0,22,13.3,2,1,2,63.6,11,0,0,15,5,101,163,2,0,0,2,0,0,161,7,55,141,5,12,0,21,2,0,90,40,8.2
James Pierre,60649,CB,PIT,4,1,0,66.7,0,0,25,0,0,51.7,54.0,77.5,,66.0,77.9,0,0,0,0,20,0.0,0,0,0,106.3,2,0,0,0,46,37,51,0,0,0,0,0,0,51,0,14,5,0,3,0,3,0,0,35,8,17.5
Grant Delpit,60685,S,CLV,7,8,0,73.7,0,0,8,0,0,59.1,61.7,81.4,60.0,64.3,64.7,1,4,0,0,30,10.9,5,0,0,90.5,14,0,0,194,6,233,420,31,0,0,31,0,68,389,21,166,121,17,33,4,19,5,0,123,69,8.8
Malcolm Rodriguez,60731,LB,DET,6,3,0,93.3,0,0,11,1,0,59.6,69.4,80.1,52.6,86.5,67.2,0,0,0,0,18,8.7,2,0,0,97.2,14,2,0,145,4,98,180,7,0,0,7,0,0,173,28,54,24,12,18,0,15,2,0,110,77,7.9
Isaiah Pola-Mao,60781,S,LV,8,6,0,77.8,0,0,23,0,0,69.2,68.3,83.1,57.7,58.9,65.9,0,0,0,0,12,11.8,4,1,0,88.9,7,1,0,75,5,198,352,23,0,0,23,0,218,329,11,143,31,7,24,0,9,1,0,48,25,6.9
Keion White,60998,ED,NE,8,6,2,100.0,0,2,19,0,0,74.3,75.2,49.6,84.3,53.0,69.5,7,15,0,0,24,7.1,2,0,2,108.3,3,5,0,11,0,27,404,390,2,26,248,114,0,14,212,165,2,17,20,2,3,27,0,30,19,10.0
Noah Igbinoghene,61155,CB,WAS,8,1,0,65.6,0,0,32,0,0,59.0,54.3,81.8,53.1,40.1,66.2,0,0,0,0,17,10.7,3,4,3,99.7,21,0,0,47,60,192,307,4,0,0,4,0,4,303,2,113,192,9,24,1,32,0,2,170,75,8.1
Daiyan Henley,61500,LB,LAC,7,13,0,75.7,0,0,27,0,0,69.6,65.0,82.1,48.0,58.4,59.5,1,4,0,0,37,12.9,8,2,0,105.2,28,0,0,322,3,218,372,15,0,0,15,0,0,357,22,132,32,23,41,2,37,5,1,276,231,9.9
Tariq Woolen,61790,CB,SEA,6,2,0,52.9,0,0,29,0,0,72.8,72.8,84.3,67.7,64.5,62.7,0,1,0,1,12,15.0,3,3,2,77.2,9,0,0,26,318,210,358,5,0,0,5,0,3,353,2,146,6,4,15,0,17,1,3,65,11,7.2
Caleb Farley,61803,CB,CAR,1,0,0,,0,0,5,0,0,66.3,67.0,69.4,,60.0,71.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,4,6,0,0,0,0,0,0,6,0,2,5,0,1,0,0,0,0,0,0,
Christian Elliss,61853,LB,NE,7,10,0,66.7,0,0,19,0,0,50.1,69.4,82.6,77.9,77.4,76.8,1,2,0,0,27,4.5,1,1,2,93.1,4,2,0,134,5,75,164,16,0,0,16,0,0,148,22,67,8,6,11,0,6,5,0,51,23,12.8
Joey Blount,62771,S,ARZ,1,0,0,,0,0,1,0,0,,62.0,72.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,8,0,0,0,0,0,7,8,0,8,0,0,0,0,0,0,0,0,0,
Charles Snowden,62775,ED,LV,8,6,1,80.0,0,0,23,0,0,52.0,63.2,23.7,59.0,75.4,61.3,4,5,0,0,27,10.0,2,0,2,105.8,4,2,0,2,0,38,202,188,0,0,187,1,0,14,49,115,12,9,12,1,5,11,0,47,11,11.8
Theo Jackson,62919,S,MIN,3,0,0,100.0,0,0,18,0,0,70.3,70.4,73.7,57.3,60.0,76.9,0,0,0,0,17,0.0,0,1,0,112.5,2,0,0,4,0,16,20,3,0,0,3,0,4,17,3,1,8,0,2,0,2,0,0,22,2,11.0
Matthew Butler,62931,DI,LV,3,2,0,,0,0,23,0,0,59.9,48.3,12.5,57.6,52.8,70.1,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,67,67,1,42,1,23,0,0,27,39,0,0,1,0,0,0,0,0,0,
Jack Cochrane,63345,LB,KC,2,1,0,,0,0,16,0,0,61.9,60.7,68.9,57.1,60.4,71.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,3,8,0,0,0,0,0,0,8,2,3,1,0,0,0,0,0,0,0,0,
Winston Reid,63354,LB,CLV,6,1,1,0.0,0,0,8,0,0,84.3,78.3,72.5,64.5,63.2,62.0,0,2,0,0,,16.7,1,1,0,39.6,0,1,0,38,0,11,46,5,0,0,5,0,0,41,4,31,3,2,4,0,1,3,0,0,0,
Akayleb Evans,65033,CB,MIN,1,0,0,,0,0,18,0,0,63.0,63.4,68.1,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Samuel Womack III,65771,CB,IND,7,1,0,53.3,0,0,14,0,0,73.8,74.4,82.6,,69.6,60.9,0,0,0,0,49,10.0,1,5,0,115.8,8,0,0,14,240,164,261,3,0,0,3,0,1,258,0,97,3,3,8,0,15,0,2,107,34,13.4
John Ridgeway,66694,DI,NO,6,2,0,,0,0,20,0,0,60.0,64.2,81.1,67.7,55.8,72.3,0,5,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,114,113,1,107,0,5,0,1,48,66,0,5,6,0,0,5,0,0,0,
Zyon McCollum,66769,CB,TB,8,7,0,47.2,0,0,30,1,0,85.7,84.4,85.1,73.2,63.6,43.4,0,1,0,2,49,14.3,6,6,1,88.4,17,0,0,27,452,329,498,5,0,0,5,0,0,493,2,167,14,6,29,0,36,1,4,286,102,16.8
Tristin McCollum,66771,S,PHI,4,0,0,100.0,0,0,24,0,0,48.4,53.3,75.3,,72.4,58.3,0,0,0,0,15,12.5,1,0,0,118.8,2,0,0,19,0,36,56,1,0,0,1,0,33,55,0,20,3,2,7,0,2,0,0,29,16,14.5
Josh Hayes,66798,CB,TB,1,2,0,100.0,0,0,30,0,0,72.4,75.3,75.9,,72.8,79.1,0,0,0,0,8,0.0,0,0,0,100.0,1,0,0,2,31,11,33,0,0,0,0,0,0,33,0,22,0,2,3,0,1,0,0,8,3,8.0
Kobie Turner,66894,DI,LA,7,7,1,,0,1,26,0,0,61.9,67.7,85.4,61.9,65.4,29.1,0,20,0,0,,20.0,6,0,0,0.0,0,3,0,1,0,0,369,368,58,236,6,68,0,1,215,154,0,18,17,1,0,23,0,0,0,
Zach Sieler,66917,DI,MIA,6,6,0,,0,0,17,1,0,70.2,70.2,84.0,64.4,60.5,26.9,2,14,0,1,,26.1,6,0,0,0.0,0,2,0,1,0,2,277,276,9,213,17,37,0,1,152,123,0,12,11,2,0,18,0,0,0,
Dennis Gardeck,66928,ED,ARZ,7,3,1,75.0,0,1,1,0,0,79.0,72.0,52.5,68.2,62.8,81.9,2,7,0,1,9,0.0,0,0,1,43.8,3,3,0,1,0,29,206,196,0,0,196,0,0,10,96,81,9,11,14,3,4,12,0,18,9,6.0
Jonathan Owens,66930,S,CHI,2,0,0,,0,0,6,0,0,62.5,63.9,73.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,11,12,0,0,0,0,0,9,12,0,1,1,0,0,0,0,0,0,0,0,
Tavierre Thomas,66931,CB,TB,2,0,0,,0,0,30,0,0,68.0,49.8,86.6,,60.0,23.1,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,
Trent McDuffie,72191,CB,KC,7,4,0,62.1,3,0,16,0,0,71.2,74.2,45.3,90.2,78.5,75.6,3,0,0,0,26,7.4,2,2,6,78.5,18,0,0,25,290,277,435,18,0,0,18,0,1,417,10,148,101,10,21,2,29,3,0,172,65,9.6
Evan Williams,73864,S,GB,7,5,0,50.0,0,1,12,0,0,80.5,87.4,85.6,,81.4,68.3,0,0,0,1,30,10.7,3,2,0,31.6,6,0,0,43,0,144,231,13,0,0,13,0,148,218,0,87,27,6,20,1,12,0,0,65,38,10.8
Jonah Laulu,75763,DI,LV,6,2,0,,0,0,23,0,0,59.3,52.0,79.9,50.4,55.5,69.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,97,97,0,52,0,45,0,0,37,59,0,0,0,0,0,2,0,0,0,
Chad Muma,75818,LB,JAX,7,9,0,100.0,0,0,15,0,0,63.3,60.0,82.6,51.2,55.6,82.2,0,0,0,0,19,3.7,1,0,0,140.9,13,1,0,143,1,123,215,34,0,0,34,0,1,181,11,81,36,5,17,0,13,1,2,108,84,8.3
Asante Samuel Jr.,76625,CB,LAC,4,2,0,66.7,0,0,27,0,0,58.6,59.3,81.8,,59.8,29.5,0,0,0,0,33,22.2,4,1,1,87.3,12,0,0,22,208,142,234,2,0,0,2,0,0,232,0,92,2,4,12,0,18,0,0,128,65,10.7
Isaiah Bolden,76626,CB,NE,1,0,0,,0,0,19,0,0,60.0,49.7,67.6,,51.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,3,1,7,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,
Andre Cisco,76641,S,JAX,8,11,0,69.6,0,0,15,0,0,51.5,53.6,91.0,53.9,59.4,34.0,0,0,0,1,67,19.6,10,3,0,133.6,16,0,0,99,3,339,535,18,0,0,18,0,383,517,4,192,32,6,30,0,23,0,3,350,177,21.9
Juanyeh Thomas,76655,S,DAL,6,0,0,,0,0,9,0,0,41.0,43.7,72.5,56.3,65.0,77.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,1,8,30,0,0,0,0,0,12,30,2,20,7,0,1,0,0,0,0,0,0,
Chamarri Conner,76662,S,KC,7,4,0,76.0,0,0,16,1,1,68.1,71.0,19.0,69.6,74.7,37.6,1,1,0,1,37,18.9,7,1,1,78.9,19,1,0,101,3,172,252,10,0,0,10,0,26,242,15,65,112,14,26,0,25,3,0,181,140,9.5
DJ Ivey,76670,CB,CIN,2,0,0,,0,0,7,0,0,64.0,64.5,71.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,1,9,9,0,0,0,0,0,2,9,0,0,5,0,0,0,0,0,0,0,0,
DeMarvion Overshown,76729,LB,DAL,7,13,0,92.0,0,1,9,0,0,64.7,60.4,82.1,67.5,52.1,56.6,1,3,0,0,29,14.0,8,2,0,116.8,23,2,0,297,6,174,359,38,0,0,38,0,3,321,22,163,15,21,36,0,25,6,1,221,181,9.6
Xavier Thomas,76807,ED,ARZ,5,0,0,100.0,0,0,1,0,0,34.2,40.5,79.3,52.2,47.3,70.5,0,2,0,0,20,0.0,0,0,0,118.8,1,0,0,0,0,8,72,72,0,0,71,1,0,0,41,23,0,0,1,0,1,2,0,20,11,20.0
KJ Henry,76808,ED,DAL,4,1,0,,0,0,9,0,0,60.0,56.5,80.8,65.5,46.6,70.6,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,51,51,0,1,47,3,0,0,28,22,0,1,0,0,0,2,0,0,0,
Tyler Lacy,76836,DI,JAX,6,3,0,,0,0,15,0,0,60.0,57.1,81.8,55.2,57.5,71.8,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,126,126,15,108,0,3,0,0,68,58,0,1,3,0,0,3,0,0,0,
Ochaun Mathis,76838,ED,NE,2,0,0,,0,0,19,0,0,60.0,59.9,70.4,56.6,60.7,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,5,5,0,0,5,0,0,0,2,2,0,1,1,0,0,0,0,0,0,
Will McDonald IV,76842,ED,NYJ,8,0,1,,0,0,22,0,0,62.4,54.1,50.5,72.1,32.2,27.0,4,15,0,0,,53.8,7,0,2,0.0,0,8,0,8,0,6,318,310,0,3,300,7,0,8,188,124,0,11,6,0,0,27,0,0,0,
Desjuan Johnson,76850,DI,LA,2,1,0,,0,0,26,0,0,,74.2,75.2,66.3,69.6,34.0,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,27,27,0,12,3,12,0,0,4,23,0,2,3,0,0,0,0,0,0,
Jalen Redmond,76861,DI,MIN,4,1,0,,0,0,18,0,0,,74.7,76.4,66.3,71.5,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,41,41,3,12,1,25,0,0,26,15,0,2,1,1,0,2,0,0,0,
Nesta Jade Silvera,76888,DI,LV,6,6,0,,0,0,23,0,0,,44.2,78.5,55.7,44.0,52.6,0,0,0,0,,11.1,1,0,0,0.0,0,0,0,0,0,0,71,71,14,26,0,31,0,0,29,42,0,1,2,0,0,0,0,0,0,
Greg Rousseau,76889,ED,BUF,8,4,2,66.7,0,1,4,0,0,59.5,84.5,70.6,85.8,66.5,43.5,11,23,0,0,14,21.4,6,0,1,95.1,2,4,0,0,1,13,376,374,0,0,367,7,1,2,234,129,0,19,18,5,3,38,0,27,11,13.5
Travis Jones,76914,DI,BLT,8,5,0,,0,0,3,0,0,61.8,78.9,84.8,68.0,77.1,52.3,2,10,0,0,,10.0,2,0,0,0.0,0,1,0,0,0,2,292,292,45,234,1,12,0,0,192,98,0,11,13,2,0,13,0,0,0,
Logan Hall,76919,DI,TB,7,4,1,,0,0,30,1,0,64.6,54.6,84.1,59.6,45.3,38.8,4,5,0,0,,16.7,2,0,0,0.0,0,3,0,1,0,3,268,267,6,117,41,103,0,1,173,92,0,5,6,0,0,12,0,0,0,
Moro Ojomo,76927,DI,PHI,7,1,0,,1,0,24,0,0,,61.7,0.0,72.7,58.0,71.0,1,9,0,0,,20.0,1,0,3,0.0,0,0,0,1,0,0,152,151,1,97,6,47,0,1,106,46,0,1,3,0,0,10,0,0,0,
Keondre Coburn,76928,DI,TEN,5,1,0,,0,0,31,0,0,,35.4,77.9,54.3,35.3,26.2,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,47,47,8,39,0,0,0,0,23,24,0,0,0,0,0,1,0,0,0,
Dante Stills,76937,DI,ARZ,7,7,1,,0,1,1,0,0,60.0,59.1,82.9,52.8,62.8,41.5,1,3,0,0,,15.0,3,0,0,0.0,0,3,0,0,0,0,231,231,1,74,21,135,0,0,127,104,0,10,10,0,0,7,0,0,0,
Karl Brooks,76941,DI,GB,8,3,0,,0,1,12,1,0,79.4,66.1,82.8,59.1,44.3,30.1,2,8,0,0,,23.1,3,0,0,0.0,0,2,0,0,0,3,215,215,7,128,5,75,0,0,144,68,0,9,7,1,0,12,0,0,0,
Braden Fiske,76958,DI,LA,7,6,0,,0,1,26,2,0,59.9,56.9,60.3,62.2,52.8,28.6,1,19,0,0,,21.4,6,0,1,0.0,0,1,0,1,0,2,273,272,0,139,23,110,0,1,162,109,0,12,16,1,0,21,0,0,0,
Alim McNeill,76996,DI,DET,7,0,1,,0,0,11,0,0,71.8,80.2,84.6,75.5,66.6,56.8,1,16,0,0,,22.2,2,0,0,0.0,0,3,0,4,0,3,312,308,33,186,1,88,0,4,226,83,0,7,7,2,0,20,0,0,0,
Amari Gainer,77091,ED,LV,1,1,0,,0,0,23,0,0,60.0,39.1,71.8,55.6,44.1,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,10,10,0,0,10,0,0,0,3,6,0,0,0,0,0,0,0,0,0,
Yasir Abdullah,77100,LB,JAX,6,1,0,100.0,0,0,15,0,0,63.1,61.2,81.0,56.5,61.1,68.7,0,4,0,0,8,9.1,1,0,0,100.0,1,0,0,15,0,21,103,77,0,0,77,0,0,26,40,42,11,4,9,0,1,4,0,8,8,8.0
Payton Wilson,77127,LB,PIT,8,8,0,88.9,0,0,25,0,0,62.5,62.5,80.8,75.7,56.2,74.3,2,0,0,0,18,9.8,4,0,0,94.4,16,0,0,206,9,140,235,4,0,0,4,0,0,231,12,83,16,14,29,1,18,2,0,120,113,7.5
Zaven Collins,77190,ED,ARZ,8,7,0,80.0,0,0,1,0,0,83.8,72.6,0.0,53.9,87.8,77.8,0,10,0,0,10,3.4,1,0,4,90.0,4,1,0,17,0,38,276,257,0,0,257,0,0,19,125,113,2,14,21,3,5,11,0,28,34,7.0
Brian Asamoah II,77195,LB,MIN,2,0,0,100.0,0,0,18,0,0,48.3,39.7,74.2,61.9,60.0,26.7,0,0,0,0,9,50.0,1,0,0,104.2,1,0,0,10,0,6,14,3,0,0,3,0,0,11,7,1,0,0,1,0,1,0,0,9,6,9.0
Nik Bonitto,77196,ED,DEN,8,6,0,100.0,1,0,10,0,0,28.4,55.6,42.1,64.7,62.5,26.7,4,11,0,0,14,45.0,9,0,2,114.6,2,6,0,4,0,21,312,305,0,0,305,0,0,7,175,116,3,9,5,1,2,21,0,23,5,11.5
Joseph Ossai,77205,ED,CIN,8,8,0,100.0,0,0,7,0,0,52.2,55.3,85.2,58.4,53.5,49.9,2,5,0,0,12,10.0,2,0,0,97.9,2,0,0,0,0,19,233,233,1,7,216,9,0,0,129,85,0,3,10,0,2,7,0,15,24,7.5
Chase Brown,77787,HB,CIN,1,0,0,,0,0,7,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Jarrick Bernard-Converse,77841,CB,NYJ,1,0,0,,0,0,22,0,0,61.5,62.1,66.8,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Tre'von Moehrig,77847,S,LV,8,13,1,80.0,0,0,23,0,0,46.0,56.6,48.5,61.4,81.0,77.8,1,2,0,2,35,7.3,4,0,1,77.9,16,0,0,173,12,270,497,27,0,0,27,0,210,470,22,205,75,15,38,4,20,3,1,164,94,10.3
Ar'Darius Washington,77848,S,BLT,8,4,0,76.9,0,0,3,0,0,67.8,69.4,81.8,60.1,67.6,76.3,0,0,0,0,28,5.9,1,2,0,119.9,20,1,0,28,2,141,189,3,0,0,3,0,51,186,13,35,105,6,12,1,26,1,2,175,46,8.8
Brayden Willis,77917,TE,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cobie Durant,79126,CB,LA,7,3,0,51.9,0,1,26,0,0,63.8,69.8,83.8,94.1,71.0,64.9,1,0,0,1,19,4.5,1,2,0,48.7,14,1,0,33,306,212,386,5,0,0,5,0,0,381,3,171,42,3,18,0,27,2,0,122,33,8.7
Christian Benford,79181,CB,BUF,8,4,0,55.2,1,0,4,0,0,76.3,74.8,85.9,54.7,60.8,82.8,0,1,0,1,23,2.8,1,2,4,65.6,16,0,0,22,472,313,503,6,0,0,6,0,0,497,2,188,3,9,31,1,29,1,1,142,104,8.9
Nick Hampton,81162,ED,LA,1,0,0,,0,0,26,0,0,,60.0,63.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
Micah McFadden,81246,LB,NYG,7,16,0,100.0,0,1,21,1,0,56.8,73.1,82.0,71.6,79.7,60.8,2,3,0,0,15,11.5,6,0,0,120.1,17,2,0,285,3,135,304,2,0,0,2,0,0,302,22,147,14,18,30,2,17,7,1,138,78,8.1
Damone Clark,81282,LB,DAL,5,3,0,28.6,0,0,9,0,0,59.1,76.5,76.6,74.9,81.0,80.1,0,0,0,0,9,4.5,1,1,0,39.6,2,1,0,131,1,59,138,2,0,0,2,0,0,136,2,77,4,8,18,1,7,1,0,15,6,7.5
Nathaniel Watson,81317,LB,CLV,2,1,0,,0,0,8,0,0,62.0,73.0,73.0,,68.9,77.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,11,0,3,13,2,0,0,2,0,0,11,0,10,0,2,2,0,0,0,0,0,0,
Nick Bolton,81322,LB,KC,7,15,0,88.0,0,0,16,0,0,66.7,71.1,83.9,43.3,78.9,63.1,2,2,0,0,49,11.3,7,2,0,113.3,22,0,0,363,0,220,405,22,0,0,22,0,1,383,40,145,19,20,40,7,25,4,1,200,144,9.1
Dylan Horton,81335,ED,HST,4,0,0,,0,0,13,0,0,,52.1,81.6,49.8,58.1,71.7,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,56,56,0,0,56,0,0,0,35,21,0,1,2,0,0,2,0,0,0,
Micah Parsons,81360,ED,DAL,4,1,1,,0,0,9,0,0,79.5,82.4,58.1,82.8,65.9,51.2,5,15,0,0,,22.2,4,0,1,0.0,0,1,0,17,0,4,226,209,0,1,197,11,0,17,120,102,0,11,13,1,0,21,0,0,0,
Jesse Luketa,81361,ED,ARZ,4,1,0,100.0,0,1,1,0,0,76.3,68.4,79.3,51.8,71.7,47.9,0,3,0,0,0,14.3,1,0,0,79.2,1,0,0,3,0,10,79,73,0,0,73,0,0,6,40,29,3,4,5,2,1,3,0,0,3,0.0
Ernest Jones,81399,LB,SEA,7,14,1,84.2,0,0,29,0,0,55.2,60.6,81.9,62.4,64.5,73.4,1,4,0,0,37,5.2,3,0,0,112.7,16,0,0,346,0,190,404,10,0,0,10,0,1,394,38,176,47,23,41,3,19,5,0,210,101,13.1
Azeez Ojulari,81959,ED,NYG,8,6,0,100.0,0,0,21,1,0,61.5,59.8,62.8,57.5,62.1,41.8,0,12,0,0,11,27.3,6,0,1,95.8,2,7,0,6,0,5,269,262,0,1,260,1,0,7,141,123,1,13,10,1,2,19,0,14,5,7.0
Odafe Oweh,82161,ED,BLT,8,2,0,100.0,0,1,3,0,0,62.1,75.8,13.4,76.5,73.7,54.5,6,7,0,0,18,16.7,3,0,4,118.8,2,5,0,1,0,14,324,323,0,4,317,2,0,1,219,91,0,16,13,0,2,18,0,30,19,15.0
Thomas Booker IV,82168,DI,PHI,7,1,1,,0,0,24,0,0,65.6,70.5,79.8,62.1,65.8,72.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,77,77,17,51,0,9,0,0,41,36,0,7,8,2,0,2,0,0,0,
Teair Tart,82261,DI,LAC,7,3,1,,0,0,27,1,0,61.7,72.5,28.5,73.9,65.1,38.3,2,3,0,1,,10.0,1,0,1,0.0,0,0,0,0,0,0,98,98,35,57,0,6,0,0,56,42,0,4,6,0,0,5,0,0,0,
Devonte Wyatt,82268,DI,GB,5,3,0,,0,0,12,2,0,63.4,56.8,38.9,59.2,53.7,56.8,1,6,0,0,,11.1,1,0,1,0.0,0,3,0,1,0,1,138,137,3,74,3,57,0,1,97,40,0,7,5,2,0,10,0,0,0,
>>>>>>> 59c3138ebf45ca79cf4f8232d283711d0adbc094
Aidan Hutchinson,82330,ED,DET,5,5,0,50.0,0,1,11,0,0,46.6,94.9,68.2,95.0,70.6,70.4,8,29,0,0,11,15.4,2,0,1,66.7,1,8,0,0,0,5,280,280,0,0,280,0,0,0,198,77,0,12,6,0,2,45,0,11,9,11.0
Eku Leota,82363,ED,PIT,3,0,0,100.0,0,0,25,0,0,66.5,52.0,79.1,53.2,49.1,34.3,0,0,0,0,3,0.0,0,0,0,79.2,1,1,0,0,0,6,69,68,0,0,68,0,0,1,26,37,1,4,3,2,1,1,0,3,6,3.0
Branson Deen,82372,DI,BUF,1,0,0,,0,0,4,0,0,,28.1,72.1,55.8,29.5,19.6,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,
Cameron Thomas,82387,ED,KC,2,0,0,,0,0,16,0,0,,31.8,73.4,56.2,44.9,20.9,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,
<<<<<<< HEAD
Kingsley Enagbare,82409,ED,GB,11,7,0,,2,2,12,0,0,74.3,61.6,29.2,56.4,68.4,46.7,3,9,0,0,,17.9,5,0,4,0.0,0,2,0,0,0,10,302,302,0,11,280,11,0,0,170,122,0,10,16,1,0,14,0,0,0,
Bobby Brown III,82429,DI,LA,11,15,0,,0,0,26,0,0,60.0,64.5,46.7,55.7,68.9,78.1,1,2,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,341,341,40,198,33,70,0,0,141,200,0,11,18,3,0,3,0,0,0,
Tyree Wilson,82432,ED,LV,10,5,0,,1,1,23,0,0,63.0,68.2,66.4,58.4,75.5,41.7,4,11,0,0,,22.2,4,0,1,0.0,0,3,0,0,0,5,293,293,1,32,186,74,0,0,188,100,0,12,9,1,0,18,0,0,0,
Otito Ogbonnia,82450,DI,LAC,11,5,0,,0,0,27,0,0,59.9,43.4,28.0,48.2,51.0,37.8,1,10,0,0,,16.0,4,0,3,0.0,0,0,0,1,0,1,339,338,29,262,1,46,0,1,178,160,0,6,16,0,0,11,0,0,0,
Taki Taimani,82468,DI,MIN,7,1,0,,0,0,18,0,0,,61.2,79.9,48.7,69.9,70.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,70,70,27,43,0,0,0,0,44,26,0,1,3,0,0,0,0,0,0,
Brennan Jackson,82474,ED,LA,3,0,0,,0,0,26,0,0,60.0,65.1,74.4,55.4,66.2,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,18,18,0,0,18,0,0,0,6,11,0,0,1,0,0,0,0,0,0,
Scott Matlock,82482,DI,LAC,11,4,1,,0,0,27,0,0,61.8,46.7,79.8,64.7,33.0,53.5,0,4,0,0,,12.5,1,0,1,0.0,0,1,0,0,0,0,98,98,1,58,1,38,0,0,53,45,0,3,3,0,0,5,0,0,0,
Cameron Young,82499,DI,SEA,1,0,0,,0,0,29,0,0,,44.0,68.3,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Tommy Togiai,82501,DI,HST,3,2,1,,0,0,13,0,0,,59.3,79.2,70.5,50.3,30.0,0,2,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,78,78,0,71,0,7,0,0,39,39,0,4,3,0,0,3,0,0,0,
Quay Walker,82547,LB,GB,10,16,0,73.2,0,0,12,0,0,50.3,55.8,84.7,62.5,61.8,72.3,0,7,0,0,24,9.2,8,2,0,91.7,30,2,0,519,2,301,575,14,0,0,14,0,2,561,52,222,38,24,63,4,41,9,0,282,138,9.4
Jack Sanborn,82566,LB,CHI,11,6,1,75.0,0,0,6,0,0,64.3,72.7,78.2,75.0,68.9,53.7,2,2,0,0,27,14.3,3,2,0,115.6,3,1,0,89,1,37,153,30,0,0,30,0,0,123,16,100,33,7,12,1,4,5,0,49,20,16.3
